ADDRESS,LATITUDE,LONGITUDE,MAX_FLOOR,PLANNING_AREA,MIN_MRT_DIST,MRT_STATUS,MIN_MRT(OPEN)_DIST,MIN_HAWK_DIST,HAWK_TYPE,HAWK_OWNER,HAWK_NUMBER_OF_STALLS,MIN_PS_DIST,MIN_SS_DIST,MIN_MALL_DIST,cbd_dist,NUM_MRT_WITHIN_1.5KM,NUM_HAWK_WITHIN_1.5KM,NUM_PS_WITHIN_1.5KM,NUM_SS_WITHIN_1.5KM,NUM_MALL_WITHIN_1.5KM
448 bright hill drive,1.358406,103.831432,12,bishan,514.2590776158661,open,514.2590776158661,942.8953654050454,MHC,HDB,82,298.62840007092353,922.553956631127,467.6829244658418,8626.20418680669,4,3,2,3,1
302 bukit batok street 31,1.357117,103.748423,4,bukit batok,397.0212838334512,open,397.0212838334512,1919.6700060846401,MHC,HDB,147,228.1811873567928,701.8132561132121,781.2113181954809,14080.125151332419,4,0,4,5,1
687A woodlands drive 75,1.441004,103.807223,14,woodlands,700.8457535211675,open,700.8457535211675,2596.741480204281,MHC,HDB,179,303.50974467989323,559.5560633338107,1580.9710176748993,18146.81811969108,1,0,6,4,0
119 mcnair road,1.319715,103.85687,15,kallang,534.69926380281,open,534.69926380281,425.1018183102316,MHC,HDB,92,241.3483863825238,654.1650285743252,917.5164412261046,4106.808946318917,4,6,4,1,4
47 holland drive,1.308532,103.792385,4,queenstown,268.8228628600692,open,268.8228628600692,63.00656743141943,MHC,HDB,106,1134.7026093722338,1196.639540839667,380.89683357374474,7138.700341754221,5,5,3,3,2
121 serangoon north avenue 1,1.366935,103.871285,13,serangoon,476.78071465287366,planned,1694.5452594412145,607.9843912570049,HC,Government,36,763.4424395149064,346.67730768684044,1747.855358479261,9543.87752673294,2,2,4,4,0
671B edgefield plains,1.406191,103.911699,15,punggol,1006.9230347432779,open,1006.9230347432779,5939.412072069652,MHC,HDB,186,184.82511312257535,534.25996132953,413.1841250839825,15190.001455055784,6,0,8,3,3
606 yishun street 61,1.421334,103.836318,13,yishun,597.4860683420492,open,597.4860683420492,1414.328936157762,MHC,HDB,179,514.602504680738,261.89784597163583,726.5339952104453,15386.870302647993,2,1,9,6,1
122 serangoon north avenue 1,1.366691,103.871359,4,serangoon,495.4366349730607,planned,1675.535727854211,602.528150686967,HC,Government,36,739.096778501368,372.7475220441981,1728.0732343726866,9519.570080727102,2,2,4,4,0
88 redhill close,1.285841,103.818596,16,bukit merah,479.8437881046415,open,479.8437881046415,165.2851716260971,HC,HDB,96,340.4167673350178,340.4167673350178,939.4528881808152,3653.215793717849,2,9,4,5,1
230 yishun street 21,1.434576,103.836621,4,yishun,585.808127889975,open,585.808127889975,963.7223767447816,MHC,HDB,179,175.5788698861803,298.3105883971174,739.5118519113681,16839.924424403263,2,1,6,4,2
642 rowell road,1.307781,103.856495,25,rochor,280.8460616036906,open,280.8460616036906,65.25054382297036,HC,Government,66,814.7908033856003,373.63172429426766,290.4985860296284,2800.485151274457,13,7,1,4,11
673C edgefield plains,1.407222,103.910592,17,punggol,892.6622734007243,open,892.6622734007243,5982.413629641417,MHC,HDB,186,293.24376521733933,591.3497747208515,571.3664689924301,15238.568028248017,4,0,11,3,3
257 serangoon central drive,1.355126,103.87203,15,serangoon,682.0025833842263,open,682.0025833842263,1065.2360637071288,MHC,Government,82,615.5194676680761,534.9041982124137,482.6834355220691,8302.302719068024,3,2,4,3,1
1 beach road,1.303671,103.864479,16,kallang,419.8055220408852,open,419.8055220408852,88.85534345643863,MHC,Government,223,1803.9098765347362,423.6855076929734,816.4931155490353,2715.809952396619,14,5,0,2,12
151 pasir ris street 13,1.363054,103.962482,9,pasir ris,370.86658789837304,planned,1135.3162216661824,2787.441924405594,MHC,HDB,144,326.89045365181505,694.7828179829262,337.6626907825062,15213.78816716345,3,0,4,7,1
454 jurong west street 42,1.350929,103.717598,8,jurong west,475.0732316388906,planned,804.2127396223925,169.25442133032152,HC,Government,76,473.0910466348332,496.4946334290259,1756.5695585996395,16668.088126917053,4,3,5,6,0
849 woodlands street 82,1.441311,103.792066,12,woodlands,776.8184232928503,open,776.8184232928503,1605.0651050749154,HC,HDB,78,420.5970566961605,231.4389163177757,920.5763228347546,18705.29125694536,5,0,10,4,1
205A compassvale lane,1.38604,103.896967,16,sengkang,565.2776034607266,open,565.2776034607266,3218.542804337091,MHC,HDB,186,372.9933856263323,164.52476732589622,697.5642215827604,12475.747024153527,3,0,11,6,1
328 tampines street 32,1.353166,103.958288,10,tampines,533.3879636088118,open,533.3879636088118,1747.3495873365202,MHC,HDB,144,380.904450218987,224.41301601084749,659.3588256736581,14211.465773546464,4,0,6,6,3
419 tampines street 41,1.357833,103.946727,12,tampines,444.8414058125612,open,444.8414058125612,1397.4068927980347,MHC,HDB,144,280.5317289537713,470.01061947816675,628.6227163612429,13463.133535918001,3,1,10,8,4
442B bukit batok west avenue 8,1.357134,103.738172,14,bukit batok,538.6128167866995,planned,1510.6915608827867,1482.1367786624062,MHC,HDB,225,932.3834614913987,1001.8891706587387,1454.4875019404274,15023.499366131819,5,1,3,3,1
460 jurong west street 41,1.349919,103.720692,12,jurong west,591.4598840447046,open,591.4598840447046,251.84905961468718,HC,Government,76,267.12358013871955,296.642973367276,1941.515555025987,16310.469800911304,4,4,6,6,0
975 jurong west street 93,1.340241,103.69355,11,jurong west,503.2405948848836,open,503.2405948848836,2212.1456970306713,MHC,HDB,166,596.4765105097545,714.442777941144,434.15751756779815,18662.19162469669,6,0,6,3,3
761 choa chu kang north 5,1.393078,103.747845,13,choa chu kang,437.3576652312277,open,437.3576652312277,5567.832157613496,MHC,HDB,225,75.69449486004594,355.58888572867994,1966.095051555258,16754.50535396058,5,0,6,5,0
322 jurong east street 31,1.348038,103.729166,13,jurong east,716.0015467505184,open,716.0015467505184,404.68819180322834,MHC,HDB,225,446.3617173361909,315.3855677701652,2155.5348190083264,15377.587691772134,6,4,6,6,0
406 fajar road,1.38185,103.767573,13,bukit panjang,763.6964427781533,open,763.6964427781533,4811.654537712447,MHC,Government,179,319.80568870694736,756.1663776485133,840.8935567756415,14363.01123925949,3,0,6,5,1
221 yishun street 21,1.433722,103.836068,12,yishun,479.7814509579708,open,479.7814509579708,874.887877412918,MHC,HDB,179,189.76190387578123,273.4926691767813,643.552174640023,16752.05687355862,2,1,6,4,2
107B edgefield plains,1.396837,103.907248,17,punggol,1072.5485882338485,open,1072.5485882338485,4794.720046535138,MHC,HDB,186,287.1856255986259,495.63471714169293,706.4926606079182,14043.278384849662,7,0,13,5,4
936 hougang street 92,1.37457,103.879878,14,hougang,826.6945733757219,planned,1418.0516806360258,1845.1942507275235,MHC,HDB,186,327.6039371546605,417.39210805565244,1563.6025555207125,10613.091956406588,3,0,5,5,0
609 woodlands ring road,1.435976,103.796214,12,woodlands,739.8456981473828,open,739.8456981473828,1837.3068354317356,HC,HDB,78,176.95773073469422,652.1158393293664,1171.2774884783898,17991.935482858124,4,0,10,7,1
940 tampines avenue 5,1.34917,103.941421,9,tampines,527.0641200922784,open,527.0641200922784,551.1225212679022,MHC,HDB,144,280.23599098599874,316.5541218551312,442.55022299255484,12414.806859895129,4,1,9,5,5
604 senja road,1.380981,103.762509,28,bukit panjang,307.4307746707256,open,307.4307746707256,4865.364101092752,MHC,Government,179,390.5962241680774,617.6771475065484,270.08061390828067,14663.73156858059,3,0,7,5,1
615 woodlands avenue 4,1.434082,103.796662,12,woodlands,818.9134816904523,open,818.9134816904523,1868.3109846721843,HC,HDB,78,129.1264071776402,641.0063359236233,1239.5601005342194,17778.06837276419,4,0,9,7,1
804A keat hong close,1.373672,103.742001,14,choa chu kang,643.2371086196937,planned,1281.7583939357214,3327.8193797751796,MHC,HDB,225,452.3062573683104,1030.5785432561677,2151.896848802285,15763.282148412094,5,0,3,3,0
72 marine drive,1.304284,103.908365,25,marine parade,423.27214436331275,open,423.27214436331275,319.7463382537795,MHC,HDB,198,390.23817635253505,1106.0713010176582,370.83366577471355,6772.88661245311,3,3,4,4,3
113 bukit batok west avenue 6,1.348836,103.745173,12,bukit batok,507.57426251800786,open,507.57426251800786,1017.0282043932035,MHC,HDB,147,463.9703946197472,479.9493016725541,470.83808407853076,13874.189463902749,5,1,7,4,1
804 tampines avenue 4,1.34575,103.937372,12,tampines,109.07886078982686,open,109.07886078982686,808.6994196188008,MHC,HDB,144,267.6707253197594,441.8644913500543,924.9018441124811,11827.965668505534,4,1,9,6,3
334D yishun street 31,1.43244,103.84649,15,yishun,1294.5891695097937,open,1294.5891695097937,2000.7966567527094,MHC,HDB,179,575.707808906467,801.927073573479,1252.438234165164,16532.981107507232,1,0,6,3,1
505 serangoon north avenue 4,1.373245,103.876302,14,serangoon,422.01209614698854,planned,1729.9841900108368,1475.2658898537845,HC,Government,36,149.87594746556866,352.99635183143727,1808.0853532903207,10359.496023297212,2,1,5,5,0
366 bukit batok street 31,1.360365,103.748917,17,bukit batok,362.32346585723576,open,362.32346585723576,2242.8499351209066,MHC,HDB,147,140.07765502868742,508.5923738714668,1135.8640465403191,14248.14506221142,3,0,2,3,1
198 pasir ris street 12,1.366973,103.960009,12,pasir ris,155.3238094282051,planned,1309.9054698652235,2938.3964381220876,MHC,HDB,144,186.47113223468497,343.6887905381728,175.6921354921964,15250.694349229543,6,0,4,8,2
8A upper boon keng road,1.312918,103.869743,28,kallang,244.2904800819603,open,244.2904800819603,313.16265347389884,MHC,HDB,144,1095.7090085157208,1437.5809200946585,1152.5436854179777,3893.195631434698,6,6,1,1,3
828 jurong west street 81,1.345157,103.693114,11,jurong west,611.0284452883512,planned,954.3711354177676,2190.959401697899,MHC,HDB,166,643.0914629034208,960.9166488585969,592.4964813722584,18898.66468900611,6,0,6,4,2
432 ang mo kio avenue 10,1.36831,103.8536,12,ang mo kio,498.9266142626614,open,498.9266142626614,307.45379428400196,MHC,HDB,222,420.84066280734663,281.3747944200453,582.3693960733137,9436.61435468939,4,5,4,3,1
215 choa chu kang central,1.383083,103.747077,11,choa chu kang,361.6524322693762,open,361.6524322693762,4499.882101901844,MHC,HDB,147,180.17099487108968,893.6227334073563,1488.1683436565206,16031.415418787994,4,0,7,4,1
204 jurong east street 21,1.337191,103.741942,10,jurong east,286.67189095270965,planned,427.73445520463525,838.8758861979919,MHC,HDB,147,627.3726595285385,660.0286666642663,347.6849240718279,13565.67185107926,8,2,3,3,3
85 lorong 4 toa payoh,1.336285,103.848429,2,toa payoh,401.3316885857971,open,401.3316885857971,270.54468180462607,MHC,HDB,60,183.98183152775974,708.9569160671729,407.4147686888857,5900.638310672234,4,6,5,7,1
621 woodlands drive 52,1.434112,103.79808,12,woodlands,793.535208000295,open,793.535208000295,2026.1391539166348,HC,HDB,78,117.31780904044881,679.4078891482179,1394.7764437763806,17727.841108468576,4,0,10,7,1
441 jurong west avenue 1,1.351327,103.720383,8,jurong west,747.5689558846129,planned,749.7889571803818,284.0144487084416,HC,Government,76,425.6346672568197,196.59599304289708,2011.9836750422983,16412.205844390573,4,4,6,6,0
339 ang mo kio avenue 1,1.365065,103.849116,2,ang mo kio,548.8270975840662,open,548.8270975840662,143.81226287751372,MHC,HDB,118,212.88675453764563,395.38492815995255,483.3690378641395,9077.581191707071,3,7,6,5,1
216 yishun street 21,1.432276,103.836404,12,yishun,336.88285009180856,open,336.88285009180856,880.142498540811,MHC,HDB,179,200.2332149333385,188.14032269431442,484.19796072423327,16589.215746963866,2,1,8,5,2
224 jurong east street 21,1.341714,103.736733,12,jurong east,479.03719295289943,open,479.03719295289943,225.80548968825917,MHC,HDB,147,501.31688132516484,674.2190506515889,1071.847066121365,14307.965667065273,7,2,4,4,3
202B sengkang east road,1.388127,103.892743,15,sengkang,465.0916746588651,open,465.0916746588651,3296.549066752932,MHC,HDB,186,483.8891126656608,313.6630803682584,505.54732886418196,12505.954343681009,3,0,11,5,1
11 marsiling drive,1.440394,103.777942,22,woodlands,949.576205032881,open,949.576205032881,353.53574359687974,MHC,HDB,164,868.4707746321035,398.961442988139,989.17245394943,19223.47889535933,5,2,4,5,1
166 bedok south avenue 3,1.320041,103.945197,13,bedok,510.87538634117413,planned,614.0620533898955,645.7228399664411,MHC,HDB,195,261.7801701322425,481.81850909206923,1848.4740147302155,11223.891868410718,6,3,2,4,0
832 woodlands street 83,1.439669,103.790761,12,woodlands,554.7247879010653,open,554.7247879010653,1387.2852793565667,HC,HDB,78,359.97135414480766,315.6363110432369,694.5955823715785,18587.633237579368,6,1,9,6,1
272 bangkit road,1.377573,103.774462,12,bukit panjang,1426.4014327719983,open,1426.4014327719983,4244.093836079824,MHC,Government,179,613.1590918014133,1184.6634606939128,1619.8372258084164,13508.570904492288,3,0,5,2,0
54 pipit road,1.323856,103.887585,16,geylang,410.9105465880928,open,410.9105465880928,240.77031867535237,MHC,HDB,133,665.9308726987917,845.3121188517249,2666.5243417627394,6059.381195522605,7,7,4,3,0
145 lorong ah soo,1.351492,103.88324,13,hougang,991.0589890761756,open,991.0589890761756,818.5547929040459,MHC,HDB,171,294.8752014024881,217.09763464058483,915.5969748319875,8366.18570057688,4,2,4,6,2
232 tampines street 21,1.35641,103.948702,12,tampines,557.8615188239758,open,557.8615188239758,1301.8736316751183,MHC,HDB,144,92.33011612360106,243.12631820813897,618.7178525427764,13542.291049158386,3,1,8,9,4
155 rivervale crescent,1.390699,103.907209,17,sengkang,1141.762683516425,planned,1141.762683516425,4214.61244101295,MHC,HDB,186,420.4374128951275,540.6321857047219,758.3857169680143,13436.289151842639,4,0,8,7,3
680 woodlands avenue 6,1.439633,103.802122,13,woodlands,176.47224443086407,open,176.47224443086407,2564.9480792799823,HC,HDB,78,291.2851068009126,361.64764401658067,1872.1543868514154,18163.817730057654,1,0,6,4,0
301D anchorvale drive,1.388405,103.891302,15,sengkang,547.2345510973782,open,547.2345510973782,3294.3311137669525,MHC,HDB,186,421.0635552436537,150.78199175541224,581.9309246900525,12476.414952748853,3,0,10,6,1
173A punggol field,1.397013,103.909354,17,punggol,873.2121063662855,planned,873.2121063662855,4930.787905812128,MHC,HDB,186,278.1747185675562,261.14418965878286,512.9600276993442,14166.070118531625,5,0,12,5,3
522 jurong west street 52,1.346454,103.716658,25,jurong west,539.6437027995456,open,539.6437027995456,406.1325838234375,HC,Government,76,202.78380381933619,675.8255175593403,1353.2566746524035,16545.728097147246,5,4,5,6,1
491F tampines street 45,1.362963,103.954955,13,tampines,727.3817343635301,open,727.3817343635301,2259.1273093849277,MHC,HDB,144,723.0489362500509,291.3328441973137,720.7682929052974,14534.546776388583,5,0,8,9,3
894D woodlands drive 50,1.435638,103.789459,11,woodlands,368.24249271900214,open,368.24249271900214,1090.6602766071308,HC,HDB,78,279.76319255542023,617.6100571867692,421.53372097450585,18227.150472707508,6,1,9,7,1
329 bukit batok street 33,1.363126,103.747419,14,bukit batok,647.018326209549,planned,687.561906751334,2424.0545265557344,MHC,HDB,147,451.79122198896494,304.40505287499775,1454.4638406026652,14565.473243649001,2,0,2,3,1
207 bishan street 23,1.354642,103.848183,16,bishan,390.7966523430839,open,390.7966523430839,1046.612031775741,MHC,HDB,118,442.9226531923785,368.25157669584723,464.561468456637,7929.395875682109,4,3,4,9,1
234 bukit panjang ring road,1.378533,103.771789,12,bukit panjang,1126.6690608076353,open,1126.6690608076353,4374.440420183728,MHC,Government,179,297.4667235837402,925.6072300174571,1308.5648878268532,13780.02122800304,3,0,7,3,1
441 choa chu kang avenue 4,1.382922,103.739807,12,choa chu kang,447.77466011995017,planned,564.8827880943601,4244.021881403661,MHC,HDB,225,512.5715754100885,177.62147030287798,2283.878944412102,16614.330878261702,4,0,5,2,0
117A rivervale drive,1.383177,103.902597,17,sengkang,1062.7081724692741,open,1062.7081724692741,3238.26001445219,MHC,HDB,186,434.7358068712436,441.61799758140745,1290.2533752328522,12461.615939244608,3,0,9,6,1
859A tampines avenue 5,1.355063,103.938057,13,tampines,649.0723207408687,open,649.0723207408687,1297.2974556184095,MHC,HDB,144,423.97628423941353,491.0950518112743,308.20812525254496,12518.691561811884,3,1,9,5,3
231 ang mo kio avenue 3,1.368561,103.837525,12,ang mo kio,436.85791817013205,open,436.85791817013205,265.816674370181,MHC,HDB,111,249.0205150448624,242.92354743802014,1222.370309178167,9584.294801382237,6,7,4,5,1
351B anchorvale road,1.394085,103.886939,17,sengkang,936.0794833736551,open,936.0794833736551,3871.4828043880634,MHC,HDB,186,338.6488849985518,677.0320507614717,932.459895140809,12907.684595281222,3,0,7,3,2
475 pasir ris drive 6,1.375198,103.957155,11,pasir ris,919.6566165933832,open,919.6566165933832,3580.4120187417516,MHC,HDB,144,303.0162173508251,387.1923061211882,192.1414204954165,15579.329745036912,4,0,4,4,2
648B jurong west street 61,1.338388,103.698193,16,jurong west,140.78338964666725,open,140.78338964666725,1792.849603441179,MHC,HDB,166,110.43821761889897,555.7866905755646,382.5023762534423,18106.618714592594,6,0,6,4,3
141 marsiling road,1.437369,103.777072,10,woodlands,608.4638355933669,open,608.4638355933669,526.0868174944746,HC,HDB,78,545.8684642167244,142.99275350259046,970.6775630714036,18963.163340242503,5,2,4,5,1
34 kim cheng street,1.284899,103.831584,4,bukit merah,390.1711284167464,open,390.1711284167464,120.99946571431542,MHC,Government,342,631.3814000187032,642.2172873359805,536.9532546333958,2204.252151169316,10,9,6,2,4
119 bedok north road,1.330186,103.938717,12,bedok,904.5762288137923,open,904.5762288137923,201.21576291743787,MHC,HDB,214,574.830626378559,365.9356729051794,1213.1744513523063,11039.512837460416,4,6,6,6,1
360 bukit batok street 31,1.361067,103.750625,12,bukit batok,295.29412481382866,open,295.29412481382866,2415.61751490844,MHC,HDB,147,317.72128884445425,404.40221718038856,1223.1283261553276,14143.837497533557,3,0,2,3,1
403 serangoon avenue 1,1.346483,103.872494,11,serangoon,321.76552530553994,open,321.76552530553994,1930.4932177299452,MHC,Government,82,495.368563050637,400.64063106450476,474.4359712357021,7405.304134385536,5,0,6,8,1
